Latitude_deg,Longitude_deg,Altitude_m,Time,X_Inertial,Y_Inertial,Z_Inertial,VX_Inertial,VY_Inertial,VZ_Inertial,Altitude_m,X_Accel,Y_Accel,Z_Accel,Thrust_Mag,Thrust_Dir_x,Thrust_Dir_Y,Thrust_Dir_Z,Thrust_Mag_N,Thrust_Dir_x_N,Thrust_Dir_Y_N,Thrust_Dir_Z_N,Phase
-1.4862455711746241e-05,0.591381500079259,99987.8552827118,12.0,1837289.3769021682,19023.04556636332,-0.4766161810959246,-16.903945192232666,1573.0676854346707,-0.3143244067257801,99989.14532801975,-1.328681941290626,-2.2435475360378865,-0.06501901397773421,4549.855497470896,0.009886618909061848,-0.9999511130319898,0.00015825012844805967,4468.299466298695,0.055554562062826864,-0.9980304432284224,-0.029102410344634694,1.0
-2.8189604800051106e-05,0.6402190297241298,99986.33137720241,13.0,1837270.9160680363,20593.972454971135,-0.9039966815480818,-18.460834131895766,1570.9268886078178,-0.42738050045215725,99987.85528271203,-1.5568889396631003,-2.140796826852831,-0.11305609372637715,4549.863605959199,0.01074522673658338,-0.9999422477869157,0.00019980465984133163,4262.610364170636,-0.04884335454435976,-0.9973958049869486,-0.053045650875593334,1.0
-4.521712945819595e-05,0.6889862351006446,99984.76435909001,14.0,1837251.0961486658,22162.62613798865,-1.4500416166877228,-19.819919370546735,1568.653683017512,-0.5460449351396409,99986.33137720241,-1.3590852386509695,-2.273205590305717,-0.11866443468748365,4550.203174466036,0.011750743456709708,-0.9999309199893678,0.0002720374704270087,4523.964525985548,0.04142058282735615,-0.9977626429665035,-0.052460689653751225,1.0
-5.773233873448273e-05,0.7376840839619466,99983.19899662212,15.0,1837229.9673020202,23729.037044319517,-1.851382948813571,-21.12884664555351,1566.410906330869,-0.401341332125848,99984.76435909001,-1.3089272750067718,-2.2427766866430376,0.1447036030137929,4550.272254959109,0.01263397810912647,-0.9999201268949042,0.00034807002128401217,4469.176993870023,0.06436918133832131,-0.9958218617807462,0.0647557510583015,1.0
-6.631499671567481e-05,0.7863123075138899,99981.40968208178,16.0,1837207.3097664923,25293.192391627235,-2.1266128706855447,-22.657535527881894,1564.1553473077167,-0.27522992187197365,99983.19899662212,-1.5286888823283844,-2.255559023152348,0.12611141025387435,4550.27758115939,0.013487472521629153,-0.9999090064465919,0.0002561938320462266,4483.273289646494,-0.033875235520799594,-0.9978404689574306,0.05625797856267537,1.0
-7.855601020083083e-05,0.8348666640191903,99979.68192373519,17.0,1837183.4167366158,26854.958718897564,-2.5191596704430657,-23.89302987656737,1561.7663272703285,-0.3925467997575209,99981.40968208178,-1.2354943486854744,-2.389020037388299,-0.11731687788554722,4550.605710322443,0.014483956770291467,-0.9998950858775543,0.00017594227251144592,4763.70699059316,0.09120833543239142,-0.9946119258704365,-0.04925515347555737,1.0
-8.989160876830687e-05,0.8833575586346414,99977.81785565079,18.0,1837158.0912680186,28414.66572270525,-2.88267040549585,-25.325468597212772,1559.7070038076872,-0.36351073505278425,99979.68192373496,-1.432438720645404,-2.059323462641306,0.029036064704736624,4550.526444962807,0.015296932125909227,-0.9998829628641882,0.0002513185553759648,4076.796412517099,0.009951797291313118,-0.9998479747682929,0.01424357254090181,1.0
-0.0001019846477997154,0.9317777163927997,99975.91088311467,19.0,1837131.4357679593,29972.08027507744,-3.2704701243171224,-26.65550005918789,1557.4145523721875,-0.3877997188212724,99977.81785565056,-1.3300314619751177,-2.2924514354996863,-0.024288983768488155,4550.729969750802,0.01623518388569922,-0.999868172919716,0.00023303275141203732,4546.855148728036,0.05396141997334973,-0.998484813906823,-0.01068486345309515,1.0
-0.00011932212187778202,0.980125789005843,99973.887448058,20.0,1837103.3832227287,31527.15675337955,-3.826448523715678,-28.05254523068844,1555.0764783021114,-0.5559783993985554,99975.91088311467,-1.3970451715005519,-2.338074070076092,-0.16817868057728308,4550.800653385317,0.017112717948454707,-0.9998535350822482,0.00024896577419079434,4642.292225078436,0.02397398248540365,-0.9970824117961203,-0.07245613094258196,1.0
-0.0001364991957639478,1.0284083829212507,99971.89383581979,21.0,1837074.0819773392,33080.10830971039,-4.377282025988822,-29.301245389444183,1552.9515563308444,-0.5508335022731436,99973.88744805823,-1.2487001587557431,-2.1249219712669283,0.005144897125411789,4550.977557900121,0.018036399193039926,-0.9998372663768179,0.0003574666138775045,4219.766479676425,0.09667584547611296,-0.9953120072667567,0.0024370407302900794,1.0
-0.00015400176186276964,1.076617839437939,99969.88483024086,22.0,1837043.4967993973,34630.68760140796,-4.938552226041409,-30.585177941949322,1550.5792916975674,-0.5612702000525877,99971.89383581979,-1.2839325525051373,-2.3722646332770174,-0.01043669777944401,4550.943890596221,0.018864741210520095,-0.9998219813963859,0.00035463787741290957,4704.382842609602,0.07173051886863328,-0.9974131756669355,-0.004438481918238143,1.0
